Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Absorbency level (product.metafields.shopify.absorbency-level),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Attachment type (product.metafields.shopify.attachment-type),Bedding size (product.metafields.shopify.bedding-size),Body area (product.metafields.shopify.body-area),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Compatible patient profile (product.metafields.shopify.compatible-patient-profile),Control type (product.metafields.shopify.control-type),Diaper size (product.metafields.shopify.diaper-size),Diaper type (product.metafields.shopify.diaper-type),Display technology (product.metafields.shopify.display-technology),Disposable glove features (product.metafields.shopify.disposable-glove-features),Evaporation technology (product.metafields.shopify.evaporation-technology),Fabric (product.metafields.shopify.fabric),Furniture/Fixture material (product.metafields.shopify.furniture-fixture-material),Handwear material (product.metafields.shopify.handwear-material),Material (product.metafields.shopify.material),Mobility/Accessibility equipment features (product.metafields.shopify.mobility-accessibility-equipment-features),Mounting type (product.metafields.shopify.mounting-type),Nebulizer design (product.metafields.shopify.nebulizer-design),Nebulizer technology (product.metafields.shopify.nebulizer-technology),Power source (product.metafields.shopify.power-source),Size (product.metafields.shopify.size),Stair lifts control type (product.metafields.shopify.stair-lifts-control-type),Staircase type (product.metafields.shopify.staircase-type),Support/Brace material (product.metafields.shopify.support-brace-material),Target gender (product.metafields.shopify.target-gender),Temperature measurement (product.metafields.shopify.temperature-measurement),Test sample (product.metafields.shopify.test-sample),Transfer boards surface type (product.metafields.shopify.transfer-boards-surface-type),Treatment objective (product.metafields.shopify.treatment-objective),Usage type (product.metafields.shopify.usage-type),Wheelchair type (product.metafields.shopify.wheelchair-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
lifree-adult-diaper-pants-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/LifreeExtraAbsorbAdultDiapersPantsLargeatBestPriceinChennai.jpg?v=1647849674,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lifree-adult-diaper-pants-large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/LifreeExtraAbsorbAdultDiapersPantsSizeChart.jpg?v=1647849716,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult-diaper-pants-xl,Lifree Adult Diaper Pants -10pcs - XL,"<p><span data-mce-fragment=""1"">Lifree Adult Absorbent Pant is easy to use by oneself. Just like underwear it can be easily pulled up and removed. These are light and comfortable and have a good fit preventing leakage. It helps you to stay active be outgoing with confidence.</span></p>
<p><span data-mce-fragment=""1"">Available sizes:<br>L (30-39 inch)<br>XL (35-49 inch)</span></p>
<h1><span data-mce-fragment=""1""><strong>Salient features of Lifree Adult Absorbent Pant:</strong></span></h1>
<ul>
<li><span data-mce-fragment=""1"">Flexible and breathable waist band makes it easy to use.</span></li>
<li><span data-mce-fragment=""1"">Allows air to pass preventing rashes.</span></li>
<li><span data-mce-fragment=""1"">Soft and high leg passage allows the leg to pass down easily preventing side leakage.</span></li>
<li><span data-mce-fragment=""1"">Thin absorption sheet provides a good fit and prevents leakage.</span></li>
<li><span data-mce-fragment=""1"">Light in weight.</span></li>
<li><span data-mce-fragment=""1"">Skin friendly.</span></li>
</ul>
<div style=""text-align: left;""><img style=""float: none;"" alt=""Instruction for how to wear the Adult Diapers"" src=""https://cdn.shopify.com/s/files/1/0291/4949/5374/files/how_to_use_lifree_diapers_600x600.jpg?v=1615030373""></div>",Lifree,Uncategorized,Diaper and Pads,"adult diapers, Brand_Lifree, diapers, Price_ 0 - 500, Pull-up/Pant Diaper",false,Title,Default Title,,,,,,,,AC-LIDIAPERS10-XL-P,700.0,shopify,-84,deny,manual,430.00,600.00,true,true,,,,,'8903622000002,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/LifreeExtraAbsorbAdultDiapersPantsXLatBestPriceinIndia.jpg?v=1647850762,1,"",false,Buy Lifree Adult Diapers Pant Style(10pcs) - XL Online @ Best Price ,"AeonCare.In: Order Lifree Extra Large Size Diaper Pants, Pack Of 10 Diapers (XL-10) online & get upto 10% OFF on Adult Diapers. Lifree Adult Pant Style Diapers can be used for both for Ladies & Gents. Lifree Adult Absorbent Pant is easy to use by oneself. Just like underwear type Diapers, it can be easily pulled up and removed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,347.07,draft
adult-diaper-pants-xl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/LifreeExtraAbsorbAdultDiapersPantsXLatBestPriceinChennai.jpg?v=1647850762,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adult-diaper-pants-xl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/LifreeExtraAbsorbAdultDiapersPantsSizeChart_9111030c-ce82-4b15-bb26-2f828a23a098.jpg?v=1647850762,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega-face-shield,Vega Face Shield - Reusable Face Protector Shield,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Vega introduces an innovative face shield named 'KAVACH'. Kavach is an injection-moulded face protector shield that provides complete face protection against any kind of spatter, sparks, chips, and debris. It is also used as COVID Protection Face Shield. It can be sterilized and reused. It is also effective in preventing people from touching their face. </span></p>
<h1 data-mce-fragment=""1"">Features of Vega Face Shield (Kavach-1 &amp; Kavach-2)<br data-mce-fragment=""1"">
</h1>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Made from high impact Polycarbonate material that provides great impact resistance and optical grade clarity.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Covers the entire face. Adjustable velcro straps to suit different head sizes.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Coated with a hard coat, which protects against scratches and UV. </span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">It can be moved up and down when required, providing convenience to the user.<br data-mce-fragment=""1""></span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">It can be cleaned using soapy water or sterilized in boiling water.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">It can be used by Doctors, Hospital Staff, Sanitation workers, Policemen, Security Guards, Industry workers, etc., and the general public.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">It weighs up to 150grams</span></li>
</ul>
<p><span data-mce-fragment=""1"">Vega Face shield is also available in our retail store ""AeonCare"" located at Chennai.</span></p>",Vega,,Masks and Gloves,"Brand_Vega, Covid-19 Products, Face Shield, Safety Masks",true,Select Type,Vega Face Shield - Kavach 2,,,,,,,,AC-Vega-02,0.0,shopify,0,deny,manual,474.00,494.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Vega_Face_Shield_Kavach_2_at_Best_Price_in_India.png?v=1743246306,1,Vega Face Shield - Reusable Face Protector Shield - AeonCare,false,Vega Face Shield - Reusable Face Protector Shield @ Best Price in Chennai,"AeonCare.in: Check out the Vega Face Shield (KAVACH-1 & KAVACH-2) Online at best price in Chennai. Buy COVID Face Protection shield, Full Face Protector Online in AeonCare. It is also used as COVID Protection Face Shield in Hospitals, Public Places. It can be sterilized and reused.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Vega_Face_Shield_Kavach_2_at_Best_Price_in_India.png?v=1743246306,kg,,384.00,active
vega-face-shield,,,,,,,,,Vega Face Shield - Kavach 1,,,,,,,,AC-Vega-01,0.0,shopify,0,deny,manual,454.00,494.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Vega_Face_Shield_at_Best_Price_in_Chennai.png?v=1743246309,2,Vega Face Shield - Reusable Face Protector Shield - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/VegaFaceShield-AeonCare.png?v=1743246312,kg,,384.00,
vega-face-shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/VegaFaceShield-AeonCare.png?v=1743246312,3,Vega Face Shield - Reusable Face Protector Shield - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega-face-shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/VegaFaceShieldinChennai.png?v=1743246315,4,Vega Face Shield - Reusable Face Protector Shield - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vega-face-shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/VegaReusableFaceShield.png?v=1743246317,5,Vega Face Shield - Reusable Face Protector Shield - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dyna-knee-cap-regular,Dyna Knee Cap - Regular,"<p data-mce-fragment=""1""><strong>About the product : </strong></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dyna Knee Cap is </span>constructed to provide compression and stability to the knee. Made with German circular knitting technology. It is designed for an anatomically perfect fit.</p>
<h3 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features of Dyna's Knee Cap:</strong></h3>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1""></strong>4-way stretch power knit produces targeted compression vertically and horizontally.<br data-mce-fragment=""1"">
</li>
<li data-mce-fragment=""1"">One way Knitting in the popliteal region reduces bunching behind the knee.</li>
<li data-mce-fragment=""1"">Custom knit pattern surrounds the knee cap and reduces pressure on the patella (Knee Cap)</li>
<li data-mce-fragment=""1"">Softer feel, will not leave skin indentations</li>
</ul>",Dyna,Health & Beauty > Health Care > Supports & Braces > Knee Braces,Leg and Foot,"Brand_Dyna, Dyna, Knee Brace, Knee Support, Leg & Foot, Price_ 0 - 500",true,Size,S,,,,,,,,AC1229-S,0.0,shopify,0,continue,manual,262.00,385.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/DynaKneeCapRegular-AeonCare.png?v=1753958185,1,Dyna Knee Cap - Regular - AeonCare,false,Knee Cap - Buy Dyna Knee Cap Online for best price | Aeoncare.in,"Aeoncare.in ::: Dyna Knee Cap is constructed to provide compression and stability to the knee. It will gives Softer feel, will not leave skin indentations. Buy it now for best price in India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
dyna-knee-cap-regular,,,,,,,,,M 35-38 Cms,,,,,,,,AC-1229-M,0.0,shopify,1,continue,manual,262.00,385.00,true,true,,,,,'8904044208274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dyna-knee-cap-regular,,,,,,,,,L 38-42 Cms,,,,,,,,AC-1229-L,0.0,shopify,1,continue,manual,262.00,385.00,true,true,,,,,'8904044208281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dyna-knee-cap-regular,,,,,,,,,XL,,,,,,,,AC1229-XL,0.0,shopify,0,continue,manual,262.00,385.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dyna-knee-cap-regular,,,,,,,,,XXL,,,,,,,,AC1229-XXL,0.0,shopify,0,continue,manual,262.00,385.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dyna-comfort-knee-support,Dyna Comfort Knee Support,"<h3 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features of Dyna's Comfort Knee Support:</strong></h3>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<strong data-mce-fragment=""1""></strong>4-way stretch power knit produces targeted compression vertically and horizontally.<br data-mce-fragment=""1"">
</li>
<li data-mce-fragment=""1"">One way Knitting in the popliteal region reduces bunching behind the knee.</li>
<li data-mce-fragment=""1"">Custom knit pattern surrounds the knee cap and reduces pressure on the patella (Knee Cap)</li>
<li data-mce-fragment=""1"">Softer feel, will not leave skin indentations</li>
</ul>",Dyna,Uncategorized,Leg and Foot,"Brand_Dyna, Dyna, Knee Support, Leg & Foot, Orthopaedics, Price_ 0 - 500",true,Size,M 35-38 Cms,,,,,,,,AC-1253-M,0.0,shopify,1,continue,manual,334.00,490.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/DynaComfortKneeSupport.png?v=1753959125,1,Dyna Comfort Knee Support - AeonCare,false,Buy Dyna Knee Support (Comfort) Online @ Low Price in Chennai | AeonCare.in,Dyna's Knee Support is the largest doctor prescribed brand in India. Made with German circular knitting technology. Order Now & Get 10% Discount for Knee Support. Dyna Knee Support is designed for an anatomically perfect fit. This Knee Support can be used for knee pain or relief support.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
dyna-comfort-knee-support,,,,,,,,,L 38-42Cms,,,,,,,,AC-1253-L,0.0,shopify,2,continue,manual,334.00,490.00,true,true,,,,,'8904095645042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dyna-comfort-knee-support,,,,,,,,,XL  42-46Cms,,,,,,,,AC-1253-XL,0.0,shopify,2,continue,manual,334.00,490.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dyna-comfort-knee-support,,,,,,,,,XXL 46-51Cms,,,,,,,,AC-1253-XXL,0.0,shopify,2,continue,manual,334.00,490.00,true,true,,,,,'8904044208250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
dyna-comfort-knee-support,,,,,,,,,S,,,,,,,,"",0.0,shopify,0,continue,manual,334.00,490.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
crutch-stick,Crutch Stick - Quadripod,"<h1><strong>Features of Crutch Stick:</strong></h1>
<ul>
<li>Crutch Stick is made of lightweight anodized aluminium with telephonic height adjustment.</li>
<li>Swan neck handle with suction rubber tip.</li>
<li>Dyna Crutch Stick is the ideal one for elders/senior citizens &amp; physically challenged patients</li>
<li>The four-legged base for balancing and for better support during walking.</li>
</ul>",Dyna,Health & Beauty > Health Care > Mobility & Accessibility,Walkers and Crutches,"Brand_Dyna, Dyna, Elbow, Price_ 500 - 1000, Walker",true,Title,Default Title,,,,,,,,AC1943,0.0,shopify,-6,continue,manual,952.00,1395.00,true,true,,,,,'8904044297155,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Rehaid_Crutch_Stick.png?v=1748425246,1,Crutch Stick - Quadripod - AeonCare,false,Crutch Stick: Buy Rehaid Crutch stick online at Best Price in Chennai,AeonCare.in: Dyna's Rehaid Crutch Stick is the ideal one for elders/senior citizens & physically challenged patients The four-legged(Quadripod) Crutch base for balancing and for better support during walking. Crutch Stick is made of lightweight anodized aluminium with telephonic height adjustment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
crutch-stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Rehaid_Walking_Stick_AeonCare.png?v=1748425341,2,Crutch Stick - Quadripod - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elbow-crutch,Elbow Crutch with Velcro Strap,"<p data-mce-fragment=""1"">Dyna Rehaid Elbow Crutch (with Velcro Strap) is a very sophisticated walking aid designed to provide full weight-bearing when one or both legs are physically challenged because of a nervous, disorder, fracture, or injury.</p>
<h2 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features of Elbow Crutch Stick:</strong></h2>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Velcro Strap Elbow Crutch made of lightweight anodized aluminium with telephonic height adjustment.</li>
<li data-mce-fragment=""1"">Padded elbow cuff provides comfort and total forearm support.</li>
<li data-mce-fragment=""1"">PVC tip for better grip on the floor</li>
<li data-mce-fragment=""1"">Elbow Crutch is an ideal option for elderly patients</li>
</ul>",Dyna,Uncategorized,Walkers and Crutches,"Brand_Dyna, Dyna, Elbow, Price_ 500 - 1000, Walker",true,Title,Default Title,,,,,,,,AC-1942,0.0,shopify,-9,continue,manual,700.00,950.00,true,true,,,,,'8904044297186,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Elbow_Crutch_with_Velcro_Strap.png?v=1748425578,1,Elbow Crutch with Velcro Strap - AeonCare,false,Elbow Crutch - Buy Dyna Elbow Crutch (Velcro Strap) Online in Chennai ,"AeonCare.in: Dyna's Elbow Crutch with Velcro Strap for senior citizens is a very sophisticated walking aid designed to provide full weight-bearing when one or both legs are physically challenged because of a nervous, disorder, fracture, or injury.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
elbow-crutches-rehaid,Elbow Crutch Stick - Hinged Elbow Crutch,"<p>Dyna Rehaid Elbow Crutch is a very sophisticated walking aid designed to provide full weight-bearing when one or both legs are physically challenged because of a nervous, disorder, fracture, or injury.</p>
<h1><strong>Features of Elbow Crutch Stick:</strong></h1>
<ul>
<li>Rehaid Elbow Crutch made of lightweight anodized aluminium with telephonic height adjustment.</li>
<li>Padded elbow cuff provides comfort and total forearm support.</li>
<li>PVC tip for better grip on the floor</li>
<li>Elbow Crutch is an ideal option for elderly patients</li>
</ul>",Dyna,Uncategorized,Walkers and Crutches,"Brand_Dyna, Dyna, Elbow, Price_ 500 - 1000, Walker",false,Title,Default Title,,,,,,,,AC-1941,0.0,shopify,-4,continue,manual,729.00,810.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/HingedElbowCrutch_68465cc5-a2aa-4c67-8069-80ddc75a1146.png?v=1748425797,1,Elbow Crutch Stick - Hinged Elbow Crutch - AeonCare,false,Elbow Crutch Stick - Buy Dyna Hinged Elbow Crutch Online in Chennai,"AeonCare.in: Dyna's Rehaid Elbow Crutch for senior citizens is a very sophisticated walking aid designed to provide full weight-bearing when one or both legs are physically challenged because of a nervous, disorder, fracture, or injury.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
walking-frame,Adult Walker - Foldable Reciprocating & Height Adjustable Walker (Premium),"<p data-mce-fragment=""1"">A Walking frame is also called as Walker is a necessity for elders and patients who need additional stability and support while walking. When standing, Rehaid walkers provide enough support that the users doesn't require assistance from someone else. Because of its wider base, a Rehaid Walking Frame provides better support than using a walking stick.</p>
<h1 data-mce-fragment=""1""><strong data-mce-fragment=""1"">Features of Dyna Premium Walking Frame (Reciprocating):</strong></h1>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">The Dyna Reciprocating Walking Frame is designed as per biomedical principles for proper weight distribution and has a wide frame for better stability.</li>
<li data-mce-fragment=""1"">Dyna's Rehaid Recriprocating Walker has foldable legs for easy storage, especially for patients and senior citizens who can be used on the go.</li>
<li data-mce-fragment=""1"">100kg of Load Bearing Capacity</li>
<li data-mce-fragment=""1"">Walking Frame is an ideal option for Senior Citizens &amp; Post Surgery Cases.</li>
</ul>
<h1 data-mce-fragment=""1""><strong data-mce-fragment=""1"">How to Use a Walking Frame:</strong></h1>
<ol data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Adjust the height of the walking frame to be about waist-high. The height of the walker frame should be comfortable for the patient or senior citizens. It should allow for a slight bend of the elbow when you hold the handgrips of the walker. </li>
<li data-mce-fragment=""1"">Stand between the 2 sides of Walking Frame</li>
<li data-mce-fragment=""1"">Gradually pick up the walker and place it a short distance ahead.</li>
<li data-mce-fragment=""1"">Move a step forward to the walker</li>
<li data-mce-fragment=""1"">Keep your back straight. Don't Huch over the walking frame.</li>
</ol>",AeonCare,Health & Beauty > Health Care > Mobility & Accessibility,Walkers and Crutches,"Brand_Dyna, Dyna, Walker",true,Title,Default Title,,,,,,,,AC1911,5000.0,shopify,-35,continue,manual,2199.00,3380.00,true,true,,,,,'8904044201923,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_28.jpg?v=1763099294,1,"",false,Walking Frame: Buy Walker for Adults Online in Chennai | AeonCare,AeonCare.in: Dyna's Foldable Rehaid Walking Frame (Reciprocating) for Elders & Patients. Check out Aluminium Folding Walker and Get discount upto 10% for Senior Citizens. Patient Walkers are ideally used for Mobility Aids. Find out best Orthopaedic Walking Frame for senior citizens and post-surgery patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
walking-frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0291/4949/5374/files/35inch_27.jpg?v=1763099294,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walker-rehaid,Walking Frame (Walker for Adults),"<p>A Walking frame is also called as Walker is a necessity for elders and patients who need additional stability and support while walking. When standing, Rehaid walkers provide enough support that the users doesn't require assistance from someone else. Because of its wider base, a Rehaid Walking Frame provides better support than using a walking stick.</p>
<h1><strong>Features of Dyna Walking Frame:</strong></h1>
<ul>
<li>The Dyna Walking Frame is designed as per biomedical principles for proper weight distribution and has a wide frame for better stability.</li>
<li>Dyna's Rehaid Walker has foldable legs for easy storage, especially for patients and senior citizens who can be used on the go.</li>
<li>100kg of Load Bearing Capacity</li>
<li>Walking Frame is an ideal option for Senior Citizens &amp; Post Surgery Cases.</li>
</ul>
<h1><strong>How to Use a Walking Frame:</strong></h1>
<ol>
<li>Adjust the height of the walking frame to be about waist-high. The height of the walker frame should be comfortable for the patient or senior citizens. It should allow for a slight bend of the elbow when you hold the handgrips of the walker. </li>
<li>Stand between the 2 sides of Walking Frame</li>
<li>Gradually pick up the walker and place it a short distance ahead.</li>
<li>Move a step forward to the walker</li>
<li>Keep your back straight. Don't Huch over the walking frame.</li>
</ol>",Dyna,Uncategorized,Walkers and Crutches,"Brand_Dyna, Dyna, Walker",false,Style,Walking Frame Adult,,,,,,,,AC-1937-Adult,0.0,shopify,-7,continue,manual,1791.00,2000.00,true,true,,,,,'8904044260272,https://cdn.shopify.com/s/files/1/0291/4949/5374/products/Rehaid_Walking_Frame.png?v=1743246283,1,Walking Frame (Walker for Adults) - AeonCare,false,Walking Frame: Buy Walker for Senior Citizens Online in Chennai | AeonCare,AeonCare.in: Dyna's Foldable Rehaid Walking Frame for Elders & Patients. Check out Aluminium Folding Walker and Get discount upto 10% for Senior Citizens. Patient Walkers are ideally used for Mobility Aids. Find out best Orthopaedic Walking Frame for senior citizens and post-surgery patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
walker-rehaid,,,,,,,,,Walking Frame Child,,,,,,,,AC-1938,0.0,shopify,0,continue,manual,1870.00,2000.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0291/4949/5374/products/RehaidWalkingFramefeaturesAeonCare.png?v=1743246286,2,Walking Frame (Walker for Adults) - AeonCare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
walker-rehaid,,,,,,,,,Walking Frame with Wheels,,,,,,,,AC-1939,0.0,shopify,0,continue,manual,1870.00,2000.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
walker-rehaid,,,,,,,,,Reciprocating Walking Frame,,,,,,,,AC-1940,0.0,shopify,0,continue,manual,1870.00,2000.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
walker-rehaid,,,,,,,,,Reciprocating Walking Frame Black & Green,,,,,,,,AC-1941,0.0,shopify,0,continue,manual,1870.00,2000.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
walker-rehaid,,,,,,,,,Walking Frame EC Blue & Silver,,,,,,,,AC-1942,0.0,shopify,0,continue,manual,1870.00,2000.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
